"Time","emqx"
2025-01-07 02:40:00,0.0126
2025-01-07 02:41:00,0.219
2025-01-07 02:42:00,0.468
2025-01-07 02:43:00,0.537
2025-01-07 02:44:00,0.595
2025-01-07 02:45:00,0.656
2025-01-07 02:46:00,0.655
2025-01-07 02:47:00,0.647
2025-01-07 02:48:00,0.654
2025-01-07 02:49:00,0.650
2025-01-07 02:50:00,0.656
2025-01-07 02:51:00,0.660
2025-01-07 02:52:00,0.665
2025-01-07 02:53:00,0.660
2025-01-07 02:54:00,0.673
2025-01-07 02:55:00,0.680
2025-01-07 02:56:00,0.691
2025-01-07 02:57:00,0.711
2025-01-07 02:58:00,0.727
2025-01-07 02:59:00,0.724
2025-01-07 03:00:00,0.727
2025-01-07 03:01:00,0.727
2025-01-07 03:02:00,0.701
2025-01-07 03:03:00,0.621
2025-01-07 03:04:00,0.530
2025-01-07 03:05:00,0.410
2025-01-07 03:06:00,0.237
2025-01-07 03:07:00,0.216
2025-01-07 03:08:00,0.200
2025-01-07 03:09:00,0.194
2025-01-07 03:10:00,0.178
2025-01-07 03:11:00,0.177
2025-01-07 03:12:00,0.130
2025-01-07 03:13:00,0.0151
2025-01-07 03:14:00,0.0131
2025-01-07 03:15:00,0.0151
2025-01-07 03:16:00,0.0158
2025-01-07 03:17:00,0.0154
2025-01-07 03:18:00,0.0137
2025-01-07 03:19:00,0.0144
2025-01-07 03:20:00,0.0150
2025-01-07 03:21:00,0.0143
2025-01-07 03:22:00,0.0162
2025-01-07 03:23:00,0.0141
2025-01-07 03:24:00,0.0144
2025-01-07 03:25:00,0.0139
2025-01-07 03:26:00,0.0139
2025-01-07 03:27:00,0.0141
2025-01-07 03:28:00,0.0139
2025-01-07 03:29:00,0.0130
2025-01-07 03:30:00,0.0125
2025-01-07 03:31:00,0.0141
2025-01-07 03:32:00,0.0144
2025-01-07 03:33:00,0.0143
2025-01-07 03:34:00,0.0135
2025-01-07 03:35:00,0.0130
2025-01-07 03:36:00,0.0147
2025-01-07 03:37:00,0.0144
2025-01-07 03:38:00,0.0133
2025-01-07 03:48:00,0.0685
2025-01-07 03:49:00,0.127
2025-01-07 03:50:00,0.132
2025-01-07 03:51:00,0.169
2025-01-07 03:52:00,0.279
2025-01-07 03:53:00,0.371
2025-01-07 03:54:00,0.437
2025-01-07 03:55:00,0.484
2025-01-07 03:56:00,0.487
2025-01-07 03:57:00,0.490
2025-01-07 03:58:00,0.485
2025-01-07 03:59:00,0.518
2025-01-07 04:00:00,0.627
2025-01-07 04:01:00,0.625
2025-01-07 04:02:00,0.626
2025-01-07 04:03:00,0.630
2025-01-07 04:04:00,0.627
2025-01-07 04:05:00,0.614
2025-01-07 04:06:00,0.610
2025-01-07 04:07:00,0.613
2025-01-07 04:08:00,0.621
2025-01-07 04:09:00,0.610
2025-01-07 04:10:00,0.542
2025-01-07 04:11:00,0.555
2025-01-07 04:12:00,0.553
2025-01-07 04:13:00,0.528
2025-01-07 04:14:00,0.535
2025-01-07 04:15:00,0.553
2025-01-07 04:16:00,0.602
2025-01-07 04:17:00,0.594
2025-01-07 04:18:00,0.543
2025-01-07 04:19:00,0.479
2025-01-07 04:20:00,0.408
2025-01-07 04:21:00,0.399
2025-01-07 04:22:00,0.371
2025-01-07 04:23:00,0.267
2025-01-07 04:24:00,0.111
2025-01-07 04:25:00,0.0127
2025-01-07 04:26:00,0.0119
2025-01-07 04:27:00,0.0141
2025-01-07 04:28:00,0.0135
2025-01-07 04:29:00,0.0154
2025-01-07 04:30:00,0.0118
2025-01-07 04:31:00,0.0124
2025-01-07 04:32:00,0.0143
2025-01-07 04:33:00,0.0135
2025-01-07 04:34:00,0.0140
2025-01-07 04:35:00,0.0142
2025-01-07 04:36:00,0.0133
2025-01-07 04:37:00,0.0145
2025-01-07 04:38:00,0.0111
2025-01-07 04:39:00,0.0130
2025-01-07 04:40:00,0.0132
2025-01-07 04:41:00,0.0132
2025-01-07 04:42:00,0.0129
2025-01-07 04:43:00,0.0132
2025-01-07 04:44:00,0.0135
2025-01-07 04:45:00,0.0137
2025-01-07 04:46:00,0.0129
2025-01-07 04:47:00,0.0136
2025-01-07 04:48:00,0.0129
2025-01-07 04:49:00,0.0133
2025-01-07 04:50:00,0.0136
2025-01-07 04:51:00,0.0127
2025-01-07 04:52:00,0.0134
2025-01-07 04:53:00,0.0136
2025-01-07 04:54:00,0.0136
2025-01-07 04:55:00,0.0137
2025-01-07 04:56:00,0.0123
2025-01-07 04:57:00,0.0143
2025-01-07 04:58:00,0.0126
2025-01-07 04:59:00,0.0145
2025-01-07 05:00:00,0.0128
2025-01-07 05:01:00,0.0136
2025-01-07 05:02:00,0.0144
2025-01-07 05:03:00,0.0134
2025-01-07 05:04:00,0.0124
2025-01-07 05:05:00,0.0117
2025-01-07 05:06:00,0.0129
2025-01-07 05:07:00,0.0122
2025-01-07 05:08:00,0.0132
2025-01-07 05:09:00,0.0130
2025-01-07 05:10:00,0.0123
2025-01-07 05:11:00,0.0145
2025-01-07 05:12:00,0.0129
2025-01-07 05:36:00,0.0195
2025-01-07 05:37:00,0.0179
2025-01-07 05:38:00,0.0181
2025-01-07 05:39:00,0.0201
2025-01-07 05:40:00,0.0240
2025-01-07 05:41:00,0.0165
2025-01-07 05:42:00,0.0169
2025-01-07 05:43:00,0.0174
2025-01-07 05:44:00,0.0177
2025-01-07 05:45:00,0.0182
2025-01-07 05:46:00,0.0216
2025-01-07 05:47:00,0.0252
2025-01-07 05:48:00,0.0237
2025-01-07 05:49:00,0.0250
2025-01-07 05:50:00,0.0313
2025-01-07 05:51:00,0.0308
2025-01-07 05:52:00,0.0291
2025-01-07 05:53:00,0.0296
2025-01-07 05:54:00,0.0372
2025-01-07 05:55:00,0.0340
2025-01-07 05:56:00,0.0359
2025-01-07 05:57:00,0.0308
2025-01-07 05:58:00,0.0381
2025-01-07 05:59:00,0.0366
2025-01-07 06:00:00,0.0415
2025-01-07 06:01:00,0.0385
2025-01-07 06:02:00,0.0411
2025-01-07 06:03:00,0.0373
2025-01-07 06:04:00,0.0419
2025-01-07 06:05:00,0.0404
2025-01-07 06:06:00,0.0372
2025-01-07 06:07:00,0.0413
2025-01-07 06:08:00,0.0410
2025-01-07 06:09:00,0.0406
2025-01-07 06:10:00,0.0400
2025-01-07 06:11:00,0.0412
2025-01-07 06:12:00,0.0376
2025-01-07 06:13:00,0.0391
2025-01-07 06:14:00,0.0403
2025-01-07 06:15:00,0.0414
2025-01-07 06:16:00,0.0402
2025-01-07 06:17:00,0.0379
2025-01-07 06:18:00,0.0412
2025-01-07 06:19:00,0.0380
2025-01-07 06:20:00,0.0414
2025-01-07 06:21:00,0.0397
2025-01-07 06:22:00,0.0424
2025-01-07 06:23:00,0.0272
2025-01-07 06:24:00,0.0171
2025-01-07 06:25:00,0.0168
2025-01-07 06:26:00,0.0411
2025-01-07 06:27:00,0.0385
2025-01-07 06:28:00,0.0433
2025-01-07 06:29:00,0.0412
2025-01-07 06:30:00,0.0408
2025-01-07 06:31:00,0.0394
2025-01-07 06:32:00,0.0422
2025-01-07 06:33:00,0.0401
2025-01-07 06:34:00,0.0401
2025-01-07 06:35:00,0.0429
2025-01-07 06:36:00,0.0416
2025-01-07 06:37:00,0.0428
2025-01-07 06:38:00,0.0425
2025-01-07 06:39:00,0.0455
2025-01-07 06:40:00,0.0393
2025-01-07 06:41:00,0.0431
2025-01-07 06:42:00,0.0416
2025-01-07 06:43:00,0.0378
2025-01-07 06:44:00,0.0386
2025-01-07 06:45:00,0.0433
2025-01-07 06:46:00,0.0417
2025-01-07 06:47:00,0.0414
2025-01-07 06:48:00,0.0415
2025-01-07 06:49:00,0.0369
2025-01-07 06:50:00,0.0404
2025-01-07 06:51:00,0.0411
2025-01-07 06:52:00,0.0366
2025-01-07 06:53:00,0.0436
2025-01-07 06:54:00,0.0421
2025-01-07 06:55:00,0.0409
2025-01-07 06:56:00,0.0369
2025-01-07 06:57:00,0.0391
2025-01-07 06:58:00,0.0412
2025-01-07 06:59:00,0.0388
2025-01-07 07:00:00,0.0413
2025-01-07 07:01:00,0.0415
2025-01-07 07:02:00,0.0381
2025-01-07 07:03:00,0.0386
2025-01-07 07:04:00,0.0453
2025-01-07 07:05:00,0.0403
2025-01-07 07:06:00,0.0389
2025-01-07 07:07:00,0.0398
2025-01-07 07:08:00,0.0392
2025-01-07 07:09:00,0.0392
2025-01-07 07:10:00,0.0385
2025-01-07 07:11:00,0.0411
2025-01-07 07:12:00,0.0400
