"Time","emqx"
2025-01-07 02:34:00,0.582
2025-01-07 02:35:00,0.879
2025-01-07 02:36:00,0.998
2025-01-07 02:37:00,0.999
2025-01-07 02:38:00,0.999
2025-01-07 02:39:00,0.999
2025-01-07 02:40:00,0.999
2025-01-07 02:41:00,0.999
2025-01-07 02:42:00,1.000
2025-01-07 02:43:00,1.00
2025-01-07 02:44:00,1.000
2025-01-07 02:45:00,1.00
2025-01-07 02:46:00,0.999
2025-01-07 02:47:00,0.999
2025-01-07 02:48:00,0.999
2025-01-07 02:49:00,0.999
2025-01-07 02:50:00,0.999
2025-01-07 02:51:00,1.00
2025-01-07 02:52:00,0.999
2025-01-07 02:53:00,1.000
2025-01-07 02:54:00,0.999
2025-01-07 02:55:00,0.999
2025-01-07 02:56:00,0.999
2025-01-07 02:57:00,1.000
2025-01-07 02:58:00,0.999
2025-01-07 02:59:00,0.999
2025-01-07 03:00:00,0.998
2025-01-07 03:01:00,0.995
2025-01-07 03:02:00,0.978
2025-01-07 03:03:00,0.974
2025-01-07 03:04:00,0.923
2025-01-07 03:05:00,0.917
2025-01-07 03:06:00,0.911
2025-01-07 03:07:00,0.898
2025-01-07 03:08:00,0.847
2025-01-07 03:09:00,0.772
2025-01-07 03:10:00,0.626
2025-01-07 03:11:00,0.530
2025-01-07 03:12:00,0.381
2025-01-07 03:13:00,0.269
2025-01-07 03:14:00,0.297
2025-01-07 03:15:00,0.0441
2025-01-07 03:16:00,0.0483
2025-01-07 03:17:00,0.0456
2025-01-07 03:18:00,0.0415
2025-01-07 03:19:00,0.0450
2025-01-07 03:20:00,0.0430
2025-01-07 03:21:00,0.0443
2025-01-07 03:22:00,0.0483
2025-01-07 03:23:00,0.0463
2025-01-07 03:24:00,0.0438
2025-01-07 03:25:00,0.0479
2025-01-07 03:26:00,0.0453
2025-01-07 03:27:00,0.0525
2025-01-07 03:28:00,0.0472
2025-01-07 03:29:00,0.0472
2025-01-07 03:30:00,0.0502
2025-01-07 03:31:00,0.0488
2025-01-07 03:32:00,0.0457
2025-01-07 03:33:00,0.0480
2025-01-07 03:34:00,0.0495
2025-01-07 03:35:00,0.0429
2025-01-07 03:36:00,0.0460
2025-01-07 03:37:00,0.0464
2025-01-07 03:38:00,0.0447
2025-01-07 03:39:00,0.0498
2025-01-07 03:42:00,0.151
2025-01-07 03:43:00,0.428
2025-01-07 03:44:00,0.640
2025-01-07 03:45:00,0.933
2025-01-07 03:46:00,0.998
2025-01-07 03:47:00,0.999
2025-01-07 03:48:00,0.998
2025-01-07 03:49:00,0.999
2025-01-07 03:50:00,1.000
2025-01-07 03:51:00,1.000
2025-01-07 03:52:00,1.000
2025-01-07 03:53:00,1.000
2025-01-07 03:54:00,1.000
2025-01-07 03:55:00,1.000
2025-01-07 03:56:00,0.999
2025-01-07 03:57:00,1.00
2025-01-07 03:58:00,1.00
2025-01-07 03:59:00,0.999
2025-01-07 04:00:00,1.000
2025-01-07 04:01:00,0.999
2025-01-07 04:02:00,1.00
2025-01-07 04:03:00,1.000
2025-01-07 04:04:00,1.000
2025-01-07 04:05:00,0.999
2025-01-07 04:06:00,1.000
2025-01-07 04:07:00,0.999
2025-01-07 04:08:00,0.999
2025-01-07 04:09:00,0.998
2025-01-07 04:10:00,0.988
2025-01-07 04:11:00,0.964
2025-01-07 04:12:00,0.906
2025-01-07 04:13:00,0.894
2025-01-07 04:14:00,0.859
2025-01-07 04:15:00,0.798
2025-01-07 04:16:00,0.719
2025-01-07 04:17:00,0.677
2025-01-07 04:18:00,0.625
2025-01-07 04:19:00,0.551
2025-01-07 04:20:00,0.426
2025-01-07 04:21:00,0.533
2025-01-07 04:22:00,0.484
2025-01-07 04:23:00,0.325
2025-01-07 04:24:00,0.179
2025-01-07 04:25:00,0.0402
2025-01-07 04:26:00,0.0399
2025-01-07 04:27:00,0.0404
2025-01-07 04:28:00,0.0354
2025-01-07 04:29:00,0.0357
2025-01-07 04:30:00,0.0356
2025-01-07 04:31:00,0.0372
2025-01-07 04:32:00,0.0405
2025-01-07 04:33:00,0.0380
2025-01-07 04:34:00,0.0350
2025-01-07 04:35:00,0.0380
2025-01-07 04:36:00,0.0359
2025-01-07 04:37:00,0.0377
2025-01-07 04:38:00,0.0394
2025-01-07 04:39:00,0.0396
2025-01-07 04:40:00,0.0357
2025-01-07 04:41:00,0.0342
2025-01-07 04:42:00,0.0351
2025-01-07 04:43:00,0.0351
2025-01-07 04:44:00,0.0357
2025-01-07 04:45:00,0.0376
2025-01-07 04:46:00,0.0400
2025-01-07 04:47:00,0.0369
2025-01-07 04:48:00,0.0380
2025-01-07 04:49:00,0.0374
2025-01-07 04:50:00,0.0347
2025-01-07 04:51:00,0.0382
2025-01-07 04:52:00,0.0356
2025-01-07 04:53:00,0.0392
2025-01-07 04:54:00,0.0365
2025-01-07 04:55:00,0.0379
2025-01-07 04:56:00,0.0336
2025-01-07 04:57:00,0.0386
2025-01-07 04:58:00,0.0421
2025-01-07 04:59:00,0.0369
2025-01-07 05:00:00,0.0353
2025-01-07 05:01:00,0.0374
2025-01-07 05:02:00,0.0378
2025-01-07 05:03:00,0.0338
2025-01-07 05:04:00,0.0413
2025-01-07 05:05:00,0.0406
2025-01-07 05:06:00,0.0400
2025-01-07 05:07:00,0.0377
2025-01-07 05:08:00,0.0377
2025-01-07 05:09:00,0.0387
2025-01-07 05:10:00,0.0330
2025-01-07 05:11:00,0.0348
2025-01-07 05:12:00,0.0381
2025-01-07 05:22:00,0.313
2025-01-07 05:23:00,0.471
2025-01-07 05:24:00,0.743
2025-01-07 05:25:00,0.981
2025-01-07 05:26:00,0.998
2025-01-07 05:27:00,0.998
2025-01-07 05:28:00,0.999
2025-01-07 05:29:00,0.999
2025-01-07 05:30:00,0.998
2025-01-07 05:31:00,0.999
2025-01-07 05:32:00,0.999
2025-01-07 05:33:00,0.999
2025-01-07 05:34:00,0.999
2025-01-07 05:35:00,1.000
2025-01-07 05:36:00,1.000
2025-01-07 05:37:00,0.999
2025-01-07 05:38:00,0.998
2025-01-07 05:39:00,0.999
2025-01-07 05:40:00,0.999
2025-01-07 05:41:00,1.00
2025-01-07 05:42:00,0.999
2025-01-07 05:43:00,1.000
2025-01-07 05:44:00,1.000
2025-01-07 05:45:00,0.999
2025-01-07 05:46:00,1.00
2025-01-07 05:47:00,0.998
2025-01-07 05:48:00,0.998
2025-01-07 05:49:00,0.998
2025-01-07 05:50:00,0.999
2025-01-07 05:51:00,0.999
2025-01-07 05:52:00,0.999
2025-01-07 05:53:00,0.999
2025-01-07 05:54:00,0.999
2025-01-07 05:55:00,0.996
2025-01-07 05:56:00,0.987
2025-01-07 05:57:00,0.971
2025-01-07 05:58:00,0.885
2025-01-07 05:59:00,0.713
2025-01-07 06:00:00,0.609
2025-01-07 06:01:00,0.459
2025-01-07 06:02:00,0.378
2025-01-07 06:03:00,0.360
2025-01-07 06:04:00,0.0445
2025-01-07 06:05:00,0.0446
2025-01-07 06:06:00,0.0436
2025-01-07 06:07:00,0.0401
2025-01-07 06:08:00,0.0404
2025-01-07 06:09:00,0.0406
2025-01-07 06:10:00,0.0460
2025-01-07 06:11:00,0.0429
2025-01-07 06:12:00,0.0457
2025-01-07 06:13:00,0.0419
2025-01-07 06:14:00,0.0409
2025-01-07 06:15:00,0.0424
2025-01-07 06:16:00,0.0435
2025-01-07 06:17:00,0.0396
2025-01-07 06:18:00,0.0413
2025-01-07 06:19:00,0.0467
2025-01-07 06:20:00,0.0459
2025-01-07 06:21:00,0.0446
2025-01-07 06:22:00,0.0417
2025-01-07 06:23:00,0.0437
2025-01-07 06:24:00,0.0424
